Num_Registre,Nom,Responsable,Adreca,Telefon,Email,Barri,Districte_Govern,Desactualitzat,Seccio,Grup,ubicacio_location_lat,ubicacio_location_lng,CODI_ENS,NOM_ENS
24.0,Asociación Cultural i Folklòrica Andaluza,Juan Manuel Rubio Márquez,"C/ Sant Josep, núm. 11-13 43004 Tarragona",977225015 - 659925483,acyfatgn@hotmail.com,,Centre,No,Comunitàries / Cíviques,Centres i Cases Regionals,41.1119755,1.2484629,4314820002,AJUNTAMENT DE TARRAGONA
25.0,GREMI PROVINCIAL ARTESÀ DE PERRUQUERIA I BELLESA DE TARRAGONA,CRISTÓBAL REPULLO SANTIAGO,"RAMBLA NOVA, 121, 1-4 43001 TARRAGONA",977220207,gptarragona@terra.es,CENTRE TARRAGONA,Eixample,Sí,"Econòmiques, Ocupacionals i Sindicals",Gremis,41.1185714,1.2470808,4314820002,AJUNTAMENT DE TARRAGONA
26.0,ASSOCIACIÓ PROVINCIAL DE MESTRESSES DE CASA CONSUM.I USUARIS DE TGNA,JOSEFA PEGUEROLES,"C/ COMTE DE RIUS,5, PRAL. 43003 TARRAGONA",977240261,asmecasa@tinet.org,,Centre,Sí,"Econòmiques, Ocupacionals i Sindicals",D'usuaris i consumidors,41.116547,1.2539453,4314820002,AJUNTAMENT DE TARRAGONA
27.0,Esbart Santa Tecla,Rosa Llorach Rius,"CR d'En Soler, núm.  18, Baixos 43005 Tarragona",977230663,estecla@estecla.cat,,Centre,No,Culturals,"Dansa, esbarts i colles sardanistes",41.1139776,1.248733,4314820002,AJUNTAMENT DE TARRAGONA
28.0,FRATERNITAT CRISTIANA DE MALALTS I MINUSVÀLIDS,Victoria Eugenia Cruz Sánchez,"RAMBLA NOVA, 105 43001 TARRAGONA",676731107,vecs44@hotmail.com,,Centre,Sí,Socials,Suport a discapacitats,41.1177233,1.2488151,4314820002,AJUNTAMENT DE TARRAGONA
29.0,Centro Gallego de Tarragona,José Lago Alonso,"Passeig Torroja, núm. 28 43007 Tarragona",977221688 - 651592645,conchisaune@telefonica.net,PART ALTA,Llevant,No,Comunitàries / Cíviques,Centres i Cases Regionals,41.1192468,1.261368,4314820002,AJUNTAMENT DE TARRAGONA
30.0,AMPA Escola Pax,,"Av. Josep Gramunt i Subiela, 55-57  43007 Tarragona",977245091,ampa.pax@suport.org,,Eixample,Sí,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.1254682,1.2485045,4314820002,AJUNTAMENT DE TARRAGONA
35.0,AV Icomar,Josep Bernat Nebot,"Icomar, Bloc 4 baixos 43006 Tarragona",607962193,avvicomar@hotmail.com,ICOMAR,Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.1174361,1.2254149,4314820002,AJUNTAMENT DE TARRAGONA
40.0,"Col·legi d'Aparelladors, Arquitectes Tècnics i Enginyers d'Edificació de Tgna",Adolf Quetcuti i Carceller,"Rbla. Francesc Macià, núm. 6  43005 Tarragona",977212799,secretaria@apatgn.org,,Eixample,No,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.1218008,1.2389787,4314820002,AJUNTAMENT DE TARRAGONA
41.0,Casal Tarragoní,Jordi Grau i Cabeza,"C/ Fortuny, núm. 23, 1-7  43001 Tarragona",610881597 - 606693293,casaltarragoni@tinet.org,,Centre,No,Culturals,Altres entitats culturals,41.1146349,1.250495,4314820002,AJUNTAMENT DE TARRAGONA
42.0,"Col·legi d'Enginyers de Camins, Canals i Ports",Ramon Gras i Vidal,"Rambla Nova, 104, 1r  43001 Tarragona",977222850,tarragona@ciccp.es,,Eixample,Sí,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.1172243,1.2484866,4314820002,AJUNTAMENT DE TARRAGONA
43.0,Col·legi Oficial de Doctors i Llicenciats,Carme Tomàs Martorell,"C/ Misser Sitges, 10, 1r 3a  43003 Tarragona",977239523,delegaciotarragona@cdlcat.es,PART ALTA,Centre,Sí,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.1183249,1.256802,4314820002,AJUNTAMENT DE TARRAGONA
45.0,Associació de Pensionistes i Tercera Edat del barri de Riu Clar i Icomar,Francisco Gil Ramos,"Vial Riu Clar - Icomar, s/n  43006 Tarragona",977530618,llarjubilatriuclar@gmail.com,,Ponent,No,Comunitàries / Cíviques,Gent Gran i Jubilats,41.117242282313,1.2261528304413,4314820002,AJUNTAMENT DE TARRAGONA
49.0,AGRUPAMENT ESCOLTA ALVERNA,LLUIS VENDRELL CIURANA,"PLAÇA IMPERIAL TARRACO, NÚM.1 43005 TARRAGONA",609702477,secretaria@aeigalverna.org,CENTRE TARRAGONA,Eixample,Sí,"Oci, Lleure, Agrupaments i Centres d'Esplai",Agrupaments i Centres d'Esplai,41.1194214,1.2451009,4314820002,AJUNTAMENT DE TARRAGONA
50.0,Agrupació Coral Serrallo,Irene Bosch Braña,"C/ Salou, baixos B -El Serrallo- 43005 Tarragona",625956259 - 977221907,ibosoch@grafiquesicb.com,SERRALLO,Centre,No,Culturals,Corals,41.1097405,1.2391739,4314820002,AJUNTAMENT DE TARRAGONA
51.0,COL·LEGI OFICIAL D'ENGINYERS INDUSTRIALS DE CATALUNYA (DEM.TGNA),LLUIS MAESTRE OLIVA,CR MARE DE DEU DEL CLAUSTRE 43003 TARRAGONA,977238012,tarraco@eic.es,PART ALTA,Centre,Sí,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.1193587,1.2572998,4314820002,AJUNTAMENT DE TARRAGONA
52.0,AGRUPAMENT ESCOLTA I GUIA XALOC,FERRAN GEBELLÍ GUINJOAN,"PL.PRIM, 8 43001 TARRAGONA",675975127,equip@aeigxaloc.org,,Centre,No,"Oci, Lleure, Agrupaments i Centres d'Esplai",Agrupaments i Centres d'Esplai,41.113325,1.2500741,4314820002,AJUNTAMENT DE TARRAGONA
53.0,Jove Cambra Internacional de Tarragona,Raül Gil Alonso,"CR DE PONS D'ICART, LA PEDRERA S/N, despatx 12 43004 TARRAGONA",635465857,info@jcitarragona.org,CENTRE TARRAGONA,,No,"Econòmiques, Ocupacionals i Sindicals",Empresarials,41.1134702,1.2531168,4314820002,AJUNTAMENT DE TARRAGONA
54.0,AMPA Col·legi Mare de Déu del Carme,Rosa Artero Vila,"Av. d'Estanislau Figueras, 31  43002 Tarragona",977240027 - 977220501,secretaria@carmelites.cat,CENTRE TARRAGONA,Eixample,Sí,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.1184654,1.2496922,4314820002,AJUNTAMENT DE TARRAGONA
56.0,CLUB CICLISTA TARRAGONA,JOSEP Mª GORNALS MONGUIÓ,BL SARDENYA ? BLOC B 43007 TARRAGONA,687020533 -977204977,info@clubciclistatarragona.cat,SANT PERE I SANT PAU,Nord,Sí,Esportives,Clubs Esportius,41.1395862,1.2516899,4314820002,AJUNTAMENT DE TARRAGONA
57.0,CLUB GIMNASTIC DE TARRAGONA,JOSEP Mª ANDREU PRATS,PART.BUDALLERA.ERMITA SALUT. AP.582 43007 TARRAGONA,977215103,administracio@gimnasticdetarragona.cat,,Llevant,Sí,Esportives,Clubs Esportius,41.126260383607,1.2750078,4314820002,AJUNTAMENT DE TARRAGONA
58.0,ASSOCIACIÓ CULTURAL I RECREATIVA SANT PERE I SANT PAU,Eduard García Castells,"Edif. Perú,  baixos, local 2 (emissora de radio) 43007 Tarragona",977201500 - 977202647,direccio@radiospsp.com,SANT PERE I SANT PAU,Nord,No,Culturals,Altres entitats culturals,41.139463,1.2508733,4314820002,AJUNTAMENT DE TARRAGONA
60.0,Associació Espanyola Contra el Càncer-Deleg. Tarragona,Federico Adán Domenech,"Avda. Roma, núm. 6, Local A, 43005 TARRAGONA",977222296 - 607944421,tarragona@aecc.es,,Eixample,No,Assistencials,Suport a malalties,41.118489,1.2431944,4314820002,AJUNTAMENT DE TARRAGONA
62.0,Ball de Diables de Tarragona,Enric Garriga Martí,"C/ Roger de Llúria, 14, baixos  43004 Tarragona",625711796 ? 655843819,info@diablesdetarragona.cat,CENTRE TARRAGONA,Centre,No,Culturals,Seguici popular i tradicions locals,41.1136295,1.2546748,4314820002,AJUNTAMENT DE TARRAGONA
63.0,BLOC FEMINSITA DE TARRAGONA,,APARTAT CORREOS 55  TARRAGONA,977235899,,,,No,Comunitàries / Cíviques,Dones,41.1188827,1.2444909,4314820002,AJUNTAMENT DE TARRAGONA
66.0,Centro Social Extremeño,Ángel Martín González,"C/ D'Horta Gran, núm. 6 - Urb. Icomar-  43006 Tarragona",977543854 - 639022672,cse.tarragona@gmail.com,ICOMAR,Ponent,No,Comunitàries / Cíviques,Centres i Cases Regionals,41.1171421,1.2261054,4314820002,AJUNTAMENT DE TARRAGONA
67.0,AV Verge del Pilar-Eixample,Montserrat Muñoz López,"Barri del Pilar, Bloc 8 baixos 1 43006 Tarragona",639707558 - 609238252,associaciopilareixample@gmail.com,VERGE DEL PILAR,Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.1164685,1.2118137,4314820002,AJUNTAMENT DE TARRAGONA
72.0,ASSOCIACIÓ CULTURAL FERROVIARIA DE TARRAGONA I PROV,ANTONIO LEOZ CORTÉS,"CR DEL MAR, 45 43004 TARRAGONA",977239953 - 696192220,a.c.f.tarraco@tinet.org,CENTRE TARRAGONA,Centre,Sí,"Oci, Lleure, Agrupaments i Centres d'Esplai",Col·leccionisme i Grups Temàtics,41.1110899,1.2435156,4314820002,AJUNTAMENT DE TARRAGONA
73.0,Associació Empresarial Qúimica de Tarragona (AEQT),Rubén Folgado Girón,"Avda. Marques de Montoliu, núm. 2, Entresol 43002 Tarragona",977252308,admon@aeqtonline.com,,Eixample,No,"Econòmiques, Ocupacionals i Sindicals",Empresarials,41.1194769,1.2454859,4314820002,AJUNTAMENT DE TARRAGONA
74.0,ASSOCIACIÓ D'AMICS DE LA COLLA JOVE,FRANCESC MÍNGUEZ REVENTÓS,"CR DEL COS DEL BOU, 23 43003 TARRAGONA",669270979,associacio@jovedetarragona.cat,PART ALTA,Centre,No,Culturals,Colles castelleres i grups de grallers,41.1163781,1.256666,4314820002,AJUNTAMENT DE TARRAGONA
75.0,"Gremi d'Industrials Instal.ladors Electricistes, Fontaners i afins de la comarca del Tarragonès",Josep Miró Soldrà,"RAMBLA NOVA, 16,4-1 43004 TARRAGONA",977249848,info@gremitarragona.com,,Centre,No,"Econòmiques, Ocupacionals i Sindicals",Gremis,41.1139162,1.2553924,4314820002,AJUNTAMENT DE TARRAGONA
77.0,Associació Enginyers Tecnics Industrials,Anton Escarré Paris,"Avda. Roma, núm. 7, entresol 43005 Tarragona",977251877,cetit@cetit.org,,Eixample,No,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.1186008,1.241535,4314820002,AJUNTAMENT DE TARRAGONA
79.0,AGRUPACIÓ DE COMERCIANTS I PROFESSIONALS 'ELS CAMPS',EDUARD MAÑAS,"C/ CRONISTA SESSÉ, 3 43001 TARRAGONA",977222720,eduarsdecoracion@hotmail.com,,Centre,Sí,"Econòmiques, Ocupacionals i Sindicals",Associacions de comerciants,41.119202,1.2510963,4314820002,AJUNTAMENT DE TARRAGONA
80.0,ASSOCIACIÓ PROVINCIAL DE LARINGECTOMITZATS I MUTILATS DE LA VEU,DIEGO CONDÓN PADILLA,"PERE MARTELL, 13, 3R.1ª 43001 TARRAGONA",977241441,apltarragona@terra.es,CENTRE TARRAGONA,Eixample,Sí,Assistencials,Suport a malalties,41.1168588,1.2443216,4314820002,AJUNTAMENT DE TARRAGONA
81.0,COL·LEGI DE MEDIADORS D'ASSEGURANCES TITULATS DE TGNA,JOSEP M. CAMPABADAL CASTELLVI,"AVGDA.PRES.COMPANYS, 14 LOCAL B-4 (ZEUS) 43005 TARRAGONA",977220686,central@mediadorsassegurancestgn.com,,Eixample,Sí,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.12059,1.24116,4314820002,AJUNTAMENT DE TARRAGONA
84.0,ASS. PENSIONISTES I JUBILATS DE LA GRANJA,Cristobal Castro Espadas,"C/ GAIÀ 21-23, 43006 LA GRANJA, TARRAGONA",977 54 74 68,jubiladoslagranja@gmail.com,GRANJA (LA),Ponent,No,Comunitàries / Cíviques,Gent Gran i Jubilats,41.1210655,1.2165883,4314820002,AJUNTAMENT DE TARRAGONA
87.0,CLUB DE TENNIS 'TARRAGONA',LUÍS SALAS DE CÓRDOBA,"CT DEL TENNIS, 12-18 (URB. CALA ROMANA) 43007 TARRAGONA",977208015,gerencia@tennistarragona.com,CALA ROMANA,Llevant,No,Esportives,Clubs Esportius,41.1274959,1.2929394,4314820002,AJUNTAMENT DE TARRAGONA
91.0,"AV C. Merceria, Pl. Fòrum, Baixada Patriarca, Pl. Les Cols i voltants",José López García,"Portal de St. Antoni, s/n, baixos 43003 Tarragona",,veinscarrermerceria@hotmail.com,PART ALTA,Centre,No,Comunitàries / Cíviques,Associacions de Veïns,41.1169666,1.2595505,4314820002,AJUNTAMENT DE TARRAGONA
93.0,Associació Drac de Sant Roc de Tarragona,Martí Caparrós Solé,"C/ Cos del Bou, 23, baixos  43003 Tarragona",628925820,santrocdrac@gmail.com,PART ALTA,Centre,No,Culturals,Seguici popular i tradicions locals,41.1163781,1.256666,4314820002,AJUNTAMENT DE TARRAGONA
94.0,Club Bàsquet Tarragona,Núria Grados Rodriguez,"C/ Josep Catala i Rufà, s/n (Pavelló Poliesportiu El Serrallo) 43004 Tarragona",977237558,cbt.gerencia@gmail.com,,Eixample,No,Esportives,Clubs Esportius,41.1121413,1.2404868,4314820002,AJUNTAMENT DE TARRAGONA
96.0,Associació Cor Ciutat de Tarragona,Francisco Font Bonafonte,"C/ Sant Benilde, núm. 6, Esc. B, 1er. 43006 Tarragona",610289015 - 977330660,cor.ciutat.de.tarragona@gmail.com,PART ALTA,Centre,No,Culturals,Corals,41.1195308,1.2131768,4314820002,AJUNTAMENT DE TARRAGONA
97.0,CENTRE EXCURSIONISTA TARRAGONA,Jordi Aluja Bargalló,"CR SANT ANTONI Mª CLARET, 11 - BAIX.// APAT.781 43002 TARRAGONA",977240250,info@centreexcursionistatarragona.com,CENTRE TARRAGONA,Eixample,No,Esportives,Grups excursionistes i d'aventura,41.119346,1.2478379,4314820002,AJUNTAMENT DE TARRAGONA
100.0,AMPA IES Camp Clar,Mª Dolores Buendia Ruiz,"Av. Riu Segre, 66  43006 Tarragona",977541007,ampaiescampclar@gmail.com,CAMPCLAR,Ponent,Sí,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.124045800253,1.2105965342544,4314820002,AJUNTAMENT DE TARRAGONA
101.0,AV Barri Riu Clar,Javier Martí García,"PL. Progrés, núm. 10, baixos  (Urb. Riu Clar) 43003 Tarragona",657331963,avriuclar@gmail.com,RIU CLAR,Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.119699387846,1.2239051392868,4314820002,AJUNTAMENT DE TARRAGONA
102.0,MOTO CLUB TARRAGONA,JOSEP M. BUSQUETS MARTÍ,"RAMBLA NOVA, 53 43003 TARRAGONA",977232230,mctarragona@gmail.com,CENTRE TARRAGONA,Centre,Sí,Esportives,Entitats esportives,41.1154311,1.2535583,4314820002,AJUNTAMENT DE TARRAGONA
103.0,ASS. DE GENT GRAN DE SANT PERE I SANT PAU,JOSEP PADRÓ RIMBAU,"BLOC COLOMBIA ESC.C, BAIXOS. ST.PERE I ST.PAU 43007 TARRAGONA",977202146,,SANT PERE I SANT PAU,Nord,No,Comunitàries / Cíviques,Gent Gran i Jubilats,41.1386362,1.2514929,4314820002,AJUNTAMENT DE TARRAGONA
105.0,Col.legi d'Arquitectes de Catalunya-Demarcació de Tarragona,Jordi J. Romera Cid,"CR de Sant Llorenç, núm. 20-22 43003 Tarragona",977249367,tarragona@coac.net,PART ALTA,Centre,No,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.1190597,1.2593618,4314820002,AJUNTAMENT DE TARRAGONA
106.0,AV de La Floresta,Miguel Àngel Cruz Manzano,"Local social, s/n 43006 Tarragona",638151175 - 637669420,floresta@tinet.org,FLORESTA (LA),Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.12663836797,1.2123624197128,4314820002,AJUNTAMENT DE TARRAGONA
107.0,CLUB DE VELA PLATJA LLARGA,ABEL PEREA BALLESTEROS,PLATJA LLARGA. LOC.SOCIAL- AP.C.1055 43007 TARRAGONA,977207789,oficina@cvplatjallarga.org,BOSCOS DE TARRAGONA (ELS),Llevant,No,Esportives,Clubs Esportius,41.129146685034,1.3031822011887,4314820002,AJUNTAMENT DE TARRAGONA
108.0,Colla Castellers Xiquets de Tarragona,Robert Renard Zafón,"Plaça de la Font, 1 (Ajuntament de Tarragona-Pati del Pou)43003 Tarragona",678519591,info@xiquetsdetarragona.cat,PART ALTA,Centre,No,Culturals,Colles castelleres i grups de grallers,41.1174676,1.2542181,4314820002,AJUNTAMENT DE TARRAGONA
109.0,Club Escacs de Tarragona,Josep Reverté García,"Cr. Frai A. Cardona i Grau, 7 A, Edif. A2, baixos 4a. 43002 Tarragona",977227222,clubescacstarragona@clubescacstarragona.org,,Llevant,Sí,Esportives,Clubs Esportius,41.1224612,1.2531865,4314820002,AJUNTAMENT DE TARRAGONA
111.0,Caritas Diocesana de Tarragona,Salvador Grané Terradas,"CR Armanyà, núm. 16 43004 Tarragona",877449866,caritas@caritasdtarragona.cat,CENTRE TARRAGONA,Centre,No,Socials,Pobresa i risc d'exclusió,41.1140554,1.2534379,4314820002,AJUNTAMENT DE TARRAGONA
113.0,CENTRE D'ESPLAI SESCELADES,ALEJANDRO MUÑOZ PÉREZ,"PL. DE L'ESGLÉSIA, S/N - PARROQ. ST PERE I ST. PAU 43007 TARRAGONA",977200039,esplaises@hotmail.com,SANT PERE I SANT PAU,Nord,Sí,"Oci, Lleure, Agrupaments i Centres d'Esplai",Agrupaments i Centres d'Esplai,41.1382644742,1.2541203023773,4314820002,AJUNTAMENT DE TARRAGONA
114.0,Federació d'Associacions de veïns de Tarragona (FAVT),Alfonso López Martínez,"CR. de Tortosa, núm. 46 43006 Tarragona",977552254 - 636541044,favtarragona@gmail.com,CAMPCLAR,Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.1186642,1.2180716,4314820002,AJUNTAMENT DE TARRAGONA
115.0,ASSOCIACIÓ D'EMPRESARIS D'HOSTALERIA DE LA PROVINCIA DE TARRAGONA,Francesc Pintado,"RAMBLA NOVA, 114, 2-1 43001 TARRAGONA",977239600,aeht@aeht.es,CENTRE TARRAGONA,Eixample,No,"Econòmiques, Ocupacionals i Sindicals",Associacions de comerciants,41.1179835,1.2471561,4314820002,AJUNTAMENT DE TARRAGONA
117.0,Col.legi Oficial de Metges,Sergi Boada Pié,"Via de l'Imperi Romà, núm. 11 Bis, 43003 Tarragona",977232012,comt@comt.cat,,Centre,No,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.1176701,1.2535857,4314820002,AJUNTAMENT DE TARRAGONA
121.0,ASSOCIACIÓ D'APARTAMENTS TURÍSTICS DE LA COSTA DAURADA I TERRES DE L'EBRE,Joan Calvet Bienvenido,"C/ Emperador August, núm.  5 - 5è 2ª 43003 TARRAGONA",977237316 - 669988283,at@tinet.cat,,Centre,No,"Econòmiques, Ocupacionals i Sindicals",Associacions de comerciants,41.1155827,1.2545419,4314820002,AJUNTAMENT DE TARRAGONA
122.0,COOPERATIVA OBRERA TARRACONENSE,DIONISIO DE LA VARGA HERNÁNDEZ,"CR DE FORTUNY, 23 43001 TARRAGONA",977211148,cot@cotarraconense.cat,CENTRE TARRAGONA,Centre,Sí,Culturals,Altres entitats culturals,41.1146349,1.250495,4314820002,AJUNTAMENT DE TARRAGONA
123.0,CLUB ESPORTIU CULTURAL TORREFORTA,Luis García Muñoz,"CR DEL GAIÀ, 15 (TORREFORTA) // APARTAT C. 3112 43006 TARRAGONA",977113698,cdctorreforta@gmail.com,TORREFORTA,Ponent,Sí,Esportives,Clubs Esportius,41.1214833,1.2181457,4314820002,AJUNTAMENT DE TARRAGONA
124.0,Col.legi Oficial d'Infermeres i Infermers de Tarragona,Lluïsa Brull Gisbert,"Avda. Pau Casals, 13, 5è. 3a. 43003 Tarragona",977239519,codita@codita.org,,Centre,No,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.1174673,1.24998,4314820002,AJUNTAMENT DE TARRAGONA
128.0,COL·LEGI PROFESSIONAL DE DELINEANTS DE TGNA,PERE ÀNGEL VEGAS ORTEGA (degà),"CR D'APODACA, 20,1ER. 43004 TARRAGONA",977233514 ? 656835003,coldeta@tinet.cat,CENTRE TARRAGONA,Centre,No,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.1123408,1.2508492,4314820002,AJUNTAMENT DE TARRAGONA
130.0,AGRUPACIÓ FOTOGRÀFICA DE TARRAGONA,ANDREU GUAL ROCA,"Cr. GOBERNADOR GONZÁLEZ 7, ENTRESÒL 1ª 43001 TARRAGONA",685821200,aft@aftgn.com,CENTRE TARRAGONA,Centre,No,Culturals,Altres entitats culturals,41.1150843,1.2516199,4314820002,AJUNTAMENT DE TARRAGONA
131.0,"Centre d'Educació Especial Estela, Societat Cooperativa Catalana Limitada",Francisco Segura Páez,"Ctra. de Valls, s/n  43007 Tarragona",977216316,cestela@tinet.org,ZONA EDUCACIONAL,Nord,Sí,"Estudis, Formació i Recerca",Centres D'educació especial,41.1322335,1.2394327,4314820002,AJUNTAMENT DE TARRAGONA
132.0,Tallers Estela Societat Cooperativa Cat. Limitada,Xavier Vendrell Maños,"Ctra. de Valls, s/n  43007 Tarragona",977204008 - 977204981,cestela@tinet.org,ZONA EDUCACIONAL,Nord,Sí,"Estudis, Formació i Recerca",Centres D'educació especial,41.1322335,1.2394327,4314820002,AJUNTAMENT DE TARRAGONA
138.0,Col.legi Oficial de Periodistes - Demarcació de Tarragona,Coia Ballesté Brumos,"C/ August, núm. 5, 1er.1a. 43003 Tarragona",977245454,secretaria-tarragona@periodistes.org,,Centre,Sí,"Econòmiques, Ocupacionals i Sindicals",Col·legis Professionals,41.1156767,1.2544879,4314820002,AJUNTAMENT DE TARRAGONA
