Num_Registre,Nom,Responsable,Adreca,Telefon,Email,Barri,Districte_Govern,Desactualitzat,Seccio,Grup,ubicacio_location_lat,ubicacio_location_lng,CODI_ENS,NOM_ENS
114.0,Federació d'Associacions de veïns de Tarragona (FAVT),Alfonso López Martínez,"CR. de Tortosa, núm. 46 43006 Tarragona",977552254 - 636541044,favtarragona@gmail.com,CAMPCLAR,Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.1186642,1.2180716,4314820002,AJUNTAMENT DE TARRAGONA
123.0,CLUB ESPORTIU CULTURAL TORREFORTA,Luis García Muñoz,"CR DEL GAIÀ, 15 (TORREFORTA) // APARTAT C. 3112 43006 TARRAGONA",977113698,cdctorreforta@gmail.com,TORREFORTA,Ponent,Sí,Esportives,Clubs Esportius,41.1214833,1.2181457,4314820002,AJUNTAMENT DE TARRAGONA
154.0,UNIÓ DE COMERCIANTS DE TORREFORTA,,"CR. D'AMPOSTA, 19 (TORREFORTA) 43006 TARRAGONA",977548680,,TORREFORTA,Ponent,Sí,"Econòmiques, Ocupacionals i Sindicals",Associacions de comerciants,41.1191298,1.2164693,4314820002,AJUNTAMENT DE TARRAGONA
188.0,AMPA La Salle Torreforta,,"C/ Sant Benilde, 15  43006 Tarragona",618497261 - 977543209,ampalasalletorreforta@gmail.com,TORREFORTA,Ponent,Sí,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.1202852,1.2126495,4314820002,AJUNTAMENT DE TARRAGONA
199.0,AMPA Col·legi Públic Riu Clar,,"Barri Riu Clar, s/n - Col·legi Públic Riu Clar  43006 Tarragona",977548109,,RIU CLAR,Ponent,No,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.119829010532,1.2253207603271,4314820002,AJUNTAMENT DE TARRAGONA
236.0,ASS. TERCERA EDAT DE CAMP CLAR,Máximo Cuentra Aures,"C/ RIU LLOBREGAT,NÚM.9. CAMP CLAR 43006 TARRAGONA",977554697,amorines1946@gmail.com,CAMPCLAR,Ponent,No,Comunitàries / Cíviques,Gent Gran i Jubilats,41.1171159,1.2048316,4314820002,AJUNTAMENT DE TARRAGONA
253.0,ASOCIACIÓN DE MUJERES DE LA GRANJA,Maria Grima González,"C/ GRAN CANARIA,37, BAIXOS. URB.LA GRANJA 43006 TARRAGONA",626642809,mariagr50@hotmail.es,GRANJA (LA),Ponent,No,Comunitàries / Cíviques,Dones,41.1206118,1.2120195,4314820002,AJUNTAMENT DE TARRAGONA
260.0,CLUB ORNITOLÒGIC DE TARRAGONA,FELIPE GONZÁLEZ IBÁÑEZ,"BLOC 8, CAMISAS, BAIXOS 1.BARRI DEL PILAR 43006 TARRAGONA",977226718,cotarragona@gmail.com,VERGE DEL PILAR,Ponent,Sí,Esportives,Entitats esportives,41.1165348,1.2125717,4314820002,AJUNTAMENT DE TARRAGONA
290.0,Associació de Veïns  Torrenova,Inmaculada Arriaza Sanchez,"C/Riu Montsant, 3, local 20 (Tarragona)",977544645,avvtorrenova@gmail.com,CAMPCLAR,Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.1166606,1.2111756,4314820002,AJUNTAMENT DE TARRAGONA
293.0,ASSOCIACIÓ VENEDORS MERCAT MUNICIPAL DE TORREFORTA,,C/ Amposta s/n - Mercat de Torreforta 43006 Tarragona,699923594 - 977549089,,TORREFORTA,Ponent,No,"Econòmiques, Ocupacionals i Sindicals",Associacions de comerciants,41.118562,1.2165481,4314820002,AJUNTAMENT DE TARRAGONA
303.0,COLECTIVO MUJERES PARC RIU CLAR,,LOCAL SOCIAL PARC RIU CLAR S/N 43006 TARRAGONA,977540787,,RIU CLAR - PARC,Ponent,No,Comunitàries / Cíviques,Dones,41.123577053274,1.219192563472,4314820002,AJUNTAMENT DE TARRAGONA
310.0,ASSOCIACIÓ CLUB CULTURAL I DE PROMOCIÓ CIURANA,Eugenio Zorzona Boy,"C/GRAN CANARIA,35 BAIXOS 43006 TARRAGONA",680659549,jalbesa@xtec.cat,GRANJA (LA),Ponent,No,Comunitàries / Cíviques,Entitats Juvenils,41.1210675,1.2137645,4314820002,AJUNTAMENT DE TARRAGONA
313.0,ASS. PENSIONISTES I 3ª EDAT DE TORREFORTA,Josep Albert Castellví,"C/ VENDRELL,8. TORREFORTA 43006 TARRAGONA",977550201,ap3torreforta@hotmail.com,TORREFORTA,Ponent,No,Comunitàries / Cíviques,Gent Gran i Jubilats,41.1182079,1.2191516,4314820002,AJUNTAMENT DE TARRAGONA
330.0,FEDERACIÓ COMARCAL D'ASSOCIACIONS DE JUBILATS I PENSIONISTES DEL TARRAGONÉS,Josep Albert Castellví,"C/VENDRELL,8.TORREFORTA 43006 TARRAGONA",977550201,ap3torreforta@hotmail.com,TORREFORTA,Ponent,No,Comunitàries / Cíviques,Gent Gran i Jubilats,41.118789845799,1.2193822699753,4314820002,AJUNTAMENT DE TARRAGONA
345.0,AGRUPAMENT ESCOLTA GELSTO - LA SALLE TORREFORTA,,"CR DE SANT BENILDE, 15 (TORREFORTA) 43006 TARRAGONA",652483738 - 628565190,aeggelsto@gmail.com,GRANJA (LA),Ponent,Sí,"Oci, Lleure, Agrupaments i Centres d'Esplai",Agrupaments i Centres d'Esplai,41.1202852,1.2126495,4314820002,AJUNTAMENT DE TARRAGONA
354.0,AV Amics Parc Riu Clar - Sant Josep,Josefa Rodríguez Mercado,"C/ Lluís Bonet i Amigó, s/n, Edifici Cotxeres (Parc Riu Clar)  43006 Tarragona",699996530 - 657495179,avparcderiuclar@hotmail.com,RIU CLAR - PARC,,No,Comunitàries / Cíviques,Associacions de Veïns,41.124242,1.2166491,4314820002,AJUNTAMENT DE TARRAGONA
358.0,AV Progressista de Torreforta,Úrsula Marin Linde,"Plaça de Garcia Lorca, núm. 14, local 4 43006 Tarragona",649039304,avvptorreforta@gmail.com,TORREFORTA,Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.1168063,1.2175278,4314820002,AJUNTAMENT DE TARRAGONA
383.0,ASSOCIACIÓ TARRACO PROTEC. CONSUMIDORS I USUARIS TARRAGONA,FRANCISCO OLIVA MARTINEZ,"CR RIU LLOBREGAT,BL.2,ESC.9,5-2 (CAMPCLAR) 43006 TARRAGONA",977550030 - 616718313,aso.usu@terra.es,,Ponent,Sí,"Econòmiques, Ocupacionals i Sindicals",D'usuaris i consumidors,41.1170636,1.2097534,4314820002,AJUNTAMENT DE TARRAGONA
389.0,ATENEU CULTURAL DE DONES DE CAMPCLAR,Magdalena Lara Gil,"C/RIU BRUGENT, BL.4 CAMP CLAR 43006 TARRAGONA",977551131,ateneudonescampclar@gmail.com,CAMPCLAR,Ponent,No,Comunitàries / Cíviques,Dones,41.1171159,1.2048316,4314820002,AJUNTAMENT DE TARRAGONA
393.0,COL·LECTIU DE DONES AMIGUES PARC RIU CLAR-SANTA LLÚCIA,IRENE TARAMONA MIRALLES,C/LLUÍS BONET AMIGÓ S/N. URB.PARC RIU CLAR 43006 TARRAGONA,977541728,,CAMPCLAR,Ponent,No,Comunitàries / Cíviques,Dones,41.123490180932,1.2194657778015,4314820002,AJUNTAMENT DE TARRAGONA
402.0,MEDITERRANIA - CENTRE INICIATIVES ECOLOGIQUES // FUNDACIÓ MARE TERRA,ANGEL JUAREZ ALMENDROS,"CR FRANCOLÍ,56-58. TORREFORTA 43006 TARRAGONA",977551300,direccion@mare-terra.org,TORREFORTA,Ponent,Sí,"Medi Ambient, Ecologia i Sostenibilitat",Educació Ambiental i defensa del Medi,41.1192939,1.2198175,4314820002,AJUNTAMENT DE TARRAGONA
404.0,ASS. PENSIONISTES I JUBILATS EL PILAR I EIXAMPLE,Joan Andrés Ripollés,"Cr. RIU SEGRE, BL-1, LOCAL 6 I 7 43006 TARRAGONA",977546948,llarelpilar@gmail.com,VERGE DEL PILAR,Ponent,No,Comunitàries / Cíviques,Gent Gran i Jubilats,41.1199697,1.2104872,4314820002,AJUNTAMENT DE TARRAGONA
406.0,AV. Camp Clar - Zona Esportiva,Marc Colilla Hurtado,"C/ Riu Algars, s/n, Edif. Cotxeres (Camp Clar)   43006 Tarragona",610894285 - 877640492,avzonaesportivacampclar1@gmail.com,CAMPCLAR,Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.1226805,1.2096703,4314820002,AJUNTAMENT DE TARRAGONA
410.0,JOVES VEINS DE TARRAGONA-JOVET, ,"RIU CLAR, BLOC 10 , BAIXOS 43006 TARRAGONA",977551526,,,Ponent,No,Comunitàries / Cíviques,Entitats Juvenils,41.1193588,1.2235766,4314820002,AJUNTAMENT DE TARRAGONA
419.0,Club Futbol Icomar,Francisco de los Rios Jiménez,"Urb. Icomar, Bloc 4, baixos 43006 Tarragona",696464005,info@icomar.es,ICOMAR,Ponent,No,Esportives,Clubs Esportius,41.116728299525,1.2258729416641,4314820002,AJUNTAMENT DE TARRAGONA
425.0,AMPA Escola Mare de Déu dels Àngels,Rosario Hurtado Cruz,"C/ Menorca, 24  43006 Tarragona",977548435,ampaelsangels@gmail.com,GRANJA (LA),Ponent,Sí,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.1223936,1.2130795,4314820002,AJUNTAMENT DE TARRAGONA
483.0,COMITÈ DE SOLIDARITAT OSCAR ROMERO DE TGNA I REUS,Francesc Xavier Rius Ferrús,"C/ Gandesa, núm. 6, baixos 43006 Tarragona",669455651,cortgn@gmail.com,TORREFORTA,,No,Cooperació / interacció,Cooperació i Drets Humans,41.1199737,1.2193365,4314820002,AJUNTAMENT DE TARRAGONA
532.0,AMPA IES Torreforta,,"C/ Mora d'Ebre, s/n  43006 Tarragona",977525721,e3008390@xtec.cat,TORREFORTA,Ponent,Sí,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.1228221,1.2153321,4314820002,AJUNTAMENT DE TARRAGONA
537.0,AMPA Col·legi Públic Gual Villalbí,,"C/ Tortosa, 29  43006 Tarragona",977543408,e3003756@centres.xtec.es,TORREFORTA,Ponent,Sí,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.1184339,1.2185245,4314820002,AJUNTAMENT DE TARRAGONA
548.0,COLECTIVO DE MUJERES DE LA URB. TORRENOVA,Asunción García de la Cruz,"CR DEL RIU SEGRE, BL.3 - ESC. 11 TORRENOVA 43006 TARRAGONA",619669503 - 977543974,j.pallpall@hotmail.com,CAMPCLAR,Ponent,No,Comunitàries / Cíviques,Dones,41.1199697,1.2104872,4314820002,AJUNTAMENT DE TARRAGONA
552.0,AV. Albada Mongons de Tarragona,Antonio Chacón Muñoz,"C/ Baró Pierre de Coubertain, núm. 18, baixos, 43006 Tarragona",627901308,albada.vecinos@gmail.com,FLORESTA (LA),Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.1250759,1.2172053,4314820002,AJUNTAMENT DE TARRAGONA
597.0,ASSOCIACIÓ JOVES SOCIO-CULTURAL I ESPORTIVA SEGLE XXI DE CAMP CLAR, ,"C/ RIU LLOBREGAT,BL.4, ESC.14,6-3 43006 TARRAGONA",669900910,,,Ponent,No,Comunitàries / Cíviques,Entitats Juvenils,41.1171159,1.2048316,4314820002,AJUNTAMENT DE TARRAGONA
600.0,COLLA JUVENIL DE RIU CLAR GRIPAFOC, ,"PL DEL PROGRES, BL. 10, BAIXOS. RIU CLAR 43006 TARRAGONA",,,,Ponent,No,Comunitàries / Cíviques,Entitats Juvenils,41.1193588,1.2235766,4314820002,AJUNTAMENT DE TARRAGONA
680.0,ASS. PER LA MEDIACIÓ INTERCULTURAL I SOCIAL AMB IMMIGRANTS (AMISI),Joaquin Vergés Cabanzón,"C/RIU LLOBREGAT,NÚM.4 ESC.10 1R 1ª 43006 TARRAGONA",626967036,amisi@amisi.org,,Ponent,Sí,Socials,Altres entitats d'ajuda,41.1236157,1.2217459,4314820002,AJUNTAMENT DE TARRAGONA
686.0,ASSOCIACIÓ DE COMERCIANTS DE CAMP CLAR,,"RAMBLA DE PONENT, BL. 10 BAIX 14 43006 TARRAGONA",977545596-676959806,asccc_14@hotmail.com,TORREFORTA,Ponent,No,"Econòmiques, Ocupacionals i Sindicals",Associacions de comerciants,41.1217035,1.2110245,4314820002,AJUNTAMENT DE TARRAGONA
699.0,ASSOCIACIÓ ESPORTIVA ESCOLAR IES TORREFORTA,ANDREU MANUEL BLAYA MANSO,"CR MORA D'EBRE, S/N (TORREFORTA) 43006 TARRAGONA",977545721,e3008390@xtec.cat,TORREFORTA,Ponent,Sí,Esportives,Clubs Esportius,41.1228221,1.2153321,4314820002,AJUNTAMENT DE TARRAGONA
702.0,LA MAR BLAVA - FUNDACIÓ PRIVADA,Magdalena Carnicé Cabestany,CARRER PERAFORT 1 43006 TARRAGONA,977541363-977555300,marblava@tinet.org,,Ponent,No,Socials,Suport a discapacitats,41.1238731,1.2135829,4314820002,AJUNTAMENT DE TARRAGONA
705.0,"ASS. SOCIOCULTURAL PER A LA INTEGRACIÓ DE LES DONES ÀRABS,AFAC TARRACO",Aicha  Hali,"C/RIU LLOBREGAT,BLOC 6 ESC.1 BAIXOS 43006 TARRAGONA",618137172-602392737,afactarraco@gmail.com,CAMPCLAR,Ponent,No,Comunitàries / Cíviques,Dones,41.1171159,1.2048316,4314820002,AJUNTAMENT DE TARRAGONA
723.0,ASSOCIACIÓ DE LA DONA GITANA I JOVENTUT DE CAMP CLAR,MARISOL AMADOR SÁNCHEZ,"C/RIU BRUGENT,BL.4 ESC.17 1R C 43006 TARRAGONA",625796900,,CAMPCLAR,Ponent,No,Comunitàries / Cíviques,Dones,41.1171159,1.2048316,4314820002,AJUNTAMENT DE TARRAGONA
725.0,CLUB KARATE SINHUS SPORT,FRANCISCO FIORI FERRER,"C/MONTBLANC,64.TORREFORTA 43006 TARRAGONA",657982690,sinhussport@hotmail.com,TORREFORTA,Ponent,Sí,Esportives,Clubs Esportius,41.1198085,1.216581,4314820002,AJUNTAMENT DE TARRAGONA
734.0,Coordinadora d'Entitats de les Comarques de Tarragona,Ángel Juárez Almendros,"CR Del Francolí, núm. 54 (Torreforta) 43006 Tarragona",977551300,direccion@mare-terra.org,,Ponent,Sí,"Polítiques, Ideològiques i Religioses",Plataformes i moviments polítics,41.1186921,1.2177936,4314820002,AJUNTAMENT DE TARRAGONA
735.0,COLLA DE DIABLES FOC I GRESCA,Alfonso Guirao Muñoz,"Plaça Garcia Lorca, Esc. 6, 1er. A 43006 Tarragona",606893659 - 696834317,diablesfocigresca@gmail.com,TORREFORTA,Ponent,No,Culturals,Altres entitats culturals,41.1236157,1.2217459,4314820002,AJUNTAMENT DE TARRAGONA
761.0,ASSOCIACIÓ MORIAH,José Antonio Pardo Sanz,"C/LLUÍS BONET I AMIGÓ,1 ESC.A 1R 2ª 43006 TARRAGONA",977846657,ongmoriah@hotmail.com,,Ponent,Sí,Socials,Altres entitats d'ajuda,41.1236157,1.2217459,4314820002,AJUNTAMENT DE TARRAGONA
774.0,"Associació de Jubilats i Pensionistes l'Albalda-Parc Riu Clar i Voltants, Santa Tecla",Cristina Villar Bosch,"C/Pierre de Coubertain, núm. 16-18 43006 Tarragona",977545592 - 646233616,associaciogentgranalbada@gmail.com,,,No,Comunitàries / Cíviques,Gent Gran i Jubilats,41.1236157,1.2217459,4314820002,AJUNTAMENT DE TARRAGONA
777.0,ASOCIACIÓN CULTURAL CRISTIANA DE TARRAGONA,Jesús Gabarri,"C/RIU TORDERA,2 ESC.7 5È 3ª.CAMP CLAR 43006 TARRAGONA",647157274 - 696104401,pacodemetrio@gmail.com,CAMPCLAR,Ponent,Sí,Culturals,Altres entitats culturals,41.1169783,1.2127017,4314820002,AJUNTAMENT DE TARRAGONA
783.0,Associació SocioCultural de Joves Joc Clar,José Carmona Amador,"C/Riu Brugent, Bloc 4, Esc. 9, baixos -Camp Clar- 43006 Tarragona",,,,,No,Comunitàries / Cíviques,Entitats Juvenils,41.1208953,1.211231,4314820002,AJUNTAMENT DE TARRAGONA
790.0,ASOCIACIÓN MUSICAL DE PROYECTOS DE TARRAGONA,ALFREDO SIMÓ JARDÍ,"CR DEL RIU LLOBREGAT, 2 - ESC.7 - 1R - 2A (TORREFORTA) 43006 TARRAGONA",646987135 - 635914323,asociacionmusicaldeproyectos@hotmail.com,,Ponent,Sí,Culturals,Altres entitats culturals,41.1170383,1.2097553,4314820002,AJUNTAMENT DE TARRAGONA
796.0,ASS. DE COL·LECCIONISTES DE PLAQUES DE CAVA DEL CAMP DE TARRAGONA,ANDREU CANUTO GARCÍA,"CR DEL RIU ALGARS, BL1- ESC1- 1R - A (CAMPCLAR) 43006 TARRAGONA",626786317 - 977550118,andalet80@hotmail.com,CAMPCLAR,Ponent,Sí,Culturals,Altres entitats culturals,41.1208953,1.211231,4314820002,AJUNTAMENT DE TARRAGONA
814.0,ASSOCIACIÓ ROMANESA DE TARRAGONA,VASILE BALTARETU,"URB. ICOMAR, 6-A, 1er 2a 43006 TARRAGONA",677136510,prvasile@hotmail.com,ICOMAR,,Sí,Cooperació / interacció,D'integració i cohesió,41.1174361,1.2254149,4314820002,AJUNTAMENT DE TARRAGONA
815.0,"Associació d'Amics de la Cultura, Gastronomia i Tradicions d'Asturies",José Joaquin Díaz Mastache,"Cr. Segarra, núm. 7 43006 Tarragona",627272297,josediazasociacion@gmail.com,TORREFORTA,Ponent,Sí,Comunitàries / Cíviques,Centres i Cases Regionals,41.1236157,1.2217459,4314820002,AJUNTAMENT DE TARRAGONA
817.0,ASOCIACIÓN DE POLICIAS MOTORISTAS ÁNGELES GUARDIANES-TARRAGONA,Juan Manuel Navarro García,"Cr. RIU BESÒS, 5,B 43006 TARRAGONA",653915449,tarragona@angelesguardianesapm.es,TORREFORTA,Ponent,Sí,Socials,Altres entitats d'ajuda,41.1236157,1.2217459,4314820002,AJUNTAMENT DE TARRAGONA
820.0,ASOCIACIÓN DE LOS SENEGALESES DE TARRAGONA,MAME BALLA GADIAGA,"Cr. AMPOSTA, 21, 1r3a 43006 TARRAGONA",665703998,asenta@live.fr,TORREFORTA,Ponent,Sí,Cooperació / interacció,D'integració i cohesió,41.1192271,1.2163389,4314820002,AJUNTAMENT DE TARRAGONA
821.0,ASSOCIACIÓ RODES,Casilda Martín Garrocho,"Cr. FRANCOLÍ, 54 BAIXOS 43006 TARRAGONA",977556031,bustia@associaciorodes.org,TORREFORTA,Eixample,Sí,Socials,Altres entitats d'ajuda,41.1236157,1.2217459,4314820002,AJUNTAMENT DE TARRAGONA
832.0,ADCUSPPYMA (DEFENSA DE CONSUMIDORS I USUARIS),FRANCISCO OLIVA MARTÍNEZ,"Cr. RIU LLOBREGAT, Bl. 2 Esc. 9, 5è 2a 43006 TARRAGONA",616718313,adcusppyma@yahoo.es,,Ponent,Sí,"Econòmiques, Ocupacionals i Sindicals",D'usuaris i consumidors,41.1170636,1.2097534,4314820002,AJUNTAMENT DE TARRAGONA
847.0,ASSOCIACIÓ CINE CLUB-FILMOTECA ANDRÉS DE ANDRÉS,ANDRÉS DE ANDRÉS PIJUÁN,"CTRA. VALÈNCIA, KM. 209, BAIXOS 43006 TARRAGONA",977228200,,TORREFORTA,,Sí,Culturals,Altres entitats culturals,41.1236157,1.2217459,4314820002,AJUNTAMENT DE TARRAGONA
848.0,ASOCIACIÓN PARA LA INTEGRACIÓN DE LA MUJER GITANA,Mª del Carmen Fernández Maya,"Cr. MONTBLANC, 26, Esc. A, PLANTA BAIXA 3a. Porta 43006 TARRAGONA",680665124,paulofernandez@hotmail.es,TORREFORTA,Ponent,No,Comunitàries / Cíviques,Dones,41.1175749,1.2181317,4314820002,AJUNTAMENT DE TARRAGONA
849.0,Associació Club cultural i de promoció social Ciurana,Eugenio Zornoza Boy,"Cr. Gran Canaria, núm. 35, baixos 43006 Tarragona",610846848 - 628318142,info@clubciurana.org,GRANJA (LA),Ponent,No,Culturals,Altres entitats culturals,41.1211305,1.2138377,4314820002,AJUNTAMENT DE TARRAGONA
861.0,AV La Cuarta de Camp Clar,MªDolores Miras Hernandez,"Cr. Riu Llobregat, Bloc 10, Esc. 2, baixos 43006 Tarragona",679141561,sonicroket@msn.com,CAMPCLAR,Ponent,Sí,Comunitàries / Cíviques,Associacions de Veïns,41.1171159,1.2048316,4314820002,AJUNTAMENT DE TARRAGONA
864.0,AMPA Llar d'Infants Municipal La Taronja,Vanessa Miras Méndez,"C/ Riu Llobregat, s/n  43006 Tarragona",977550220 - 977550230,e3007725@xtec.cat,CAMPCLAR,Ponent,Sí,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.1171159,1.2048316,4314820002,AJUNTAMENT DE TARRAGONA
887.0,"MARE TERRA FUNDACIÓ MEDITERRÀNIA, Fundació Privada",ANGEL JUAREZ ALMENDROS,"CR. FRANCOLÍ, 56-58 43006 TARRAGONA",977551300,secretaria@mare-terra.org,,Ponent,No,"Medi Ambient, Ecologia i Sostenibilitat",Educació Ambiental i defensa del Medi,41.1236157,1.2217459,4314820002,AJUNTAMENT DE TARRAGONA
890.0,CLUB AGILITY TARRACO,MARC RABADÀ GUARQUE,"C/GRAN CANARIA, 3, 4t 4a 43006 TARRAGONA",649454298,agilitytarraco@hotmail.com,,Ponent,Sí,Esportives,Clubs Esportius,41.1226169,1.2149332,4314820002,AJUNTAMENT DE TARRAGONA
901.0,ASSOCACIÓ BENÈFICA CALÍ DE TORREFORTA,JOSÉ BERMUDEZ CORTÉS,"C/ MONTBLANC, 26  TARRAGONA",657341129,davidcatedral@hotmail.com,,Ponent,Sí,Socials,Altres entitats d'ajuda,41.1175708,1.2179872,4314820002,AJUNTAMENT DE TARRAGONA
950.0,ASOCIACIÓN BÈTICA TARRAGONA,JOSEFA MELLADO CARRILLO,"Cr. Montblanc, 60 (Torreforta) 43006 TARRAGONA",646851516-670037898,tarracoforma@gmail.com,TORREFORTA,Ponent,No,Esportives,Entitats esportives,41.1196176,1.216834,4314820002,AJUNTAMENT DE TARRAGONA
962.0,ASSOCIACIÓ SOCIOCULTURAL DE JOVES AMICS DE LA CAPOEIRA DE TGNA,MOHAMED EL HIRCHI,"Cr. Riu Llobregat, Bl 10 - 4 -1 C (Torreforta) 43006 TARRAGONA",691606466-680273987,mohamed199416@hotmail.es,TORREFORTA,Ponent,No,Culturals,"Balls (regionals, populars i moderns)",41.1169884,1.2054158,4314820002,AJUNTAMENT DE TARRAGONA
977.0,Associació Amics del Barri del Pilar i Edifici Espanya,Marceliano Vicente Lozano,"C/Riu Montsant,núm.5 esc.B 2on 2ª. Torreforta 43006 Tarragona",661327242,,VERGE DEL PILAR,Ponent,No,Comunitàries / Cíviques,Associacions de Veïns,41.1165808,1.2128509,4314820002,AJUNTAMENT DE TARRAGONA
990.0,Associació Gatuninos Torreforta,Sara Morado Labado,"C/ Amposta, núm. 8 Bloc 26, 4art. F 43006 Tarragona",678913399,gatuninostorreforta10@gmail.com,,Ponent,No,"Medi Ambient, Ecologia i Sostenibilitat",Protecció Animal / Espècies en perill,41.1171,1.2209542,4314820002,AJUNTAMENT DE TARRAGONA
994.0,ASSOCIACIÓ COLOURS FANTASY,OSCAR URGEL BARAJI,"C/Gran Canaria, 37. Urb. La Granja 43006 TARRAGONA",609773479,oscar.urgel@gmail.com,GRANJA (LA),Ponent,No,Culturals,Altres entitats culturals,41.1206542,1.2119589,4314820002,AJUNTAMENT DE TARRAGONA
995.0,FUNDACIÓN NIEMANN-PICK DE ESPAÑA,FCO. JAVIER GALERA MARTÍNEZ,"C/Lluís Bonet i Amigó,27 3r 2ª. L'Albada 43006 TARRAGONA",973206117-676383304,info@fnp.es,,Ponent,No,Assistencials,Suport a malalties,41.1243307,1.2163115,4314820002,AJUNTAMENT DE TARRAGONA
